"year","barkbeetle","wind","landscape_volume_yearstart","impact","relimpact","model","mgm","rcp","windcase"
59,0.115149859741168,1.23062097549664,209.920080964702,1.34577083523781,0.641087231413609,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
60,0.145454450318451,1.21266523260943,210.573134105593,1.35811968292788,0.644963417910115,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
61,0.344620076985192,2.94148741429668,205.797804323997,3.28610749128188,1.59676508798335,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
62,0.286971587479924,0.370574245886924,209.140090394966,0.657545833366848,0.314404489414276,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
63,0.550000444828626,0,215.622640724695,0.550000444828626,0.255075460990603,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
64,0.756646645936089,0,227.372728416901,0.756646645936089,0.332778100172477,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
65,0.419185388427642,0,239.914243442745,0.419185388427642,0.174723010360858,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
66,0.130992241898868,0,243.638977098755,0.130992241898868,0.053764895690632,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
67,0.0477215041424903,0,250.30573249532,0.0477215041424903,0.0190652861469653,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
68,0.0543138797013591,0.308213465753108,255.928396863816,0.362527345454467,0.141651864309287,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
69,0.0689137365782245,0.111814228046203,265.644017607996,0.180727964624427,0.0680338922185414,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
70,0.0378434017395137,0,263.15501490953,0.0378434017395137,0.0143806500334124,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
71,0.161569324598674,7.43397040572518,272.147319827442,7.59553973032386,2.79096620725124,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
72,0.257401140573193,0,268.555816405146,0.257401140573193,0.0958464218048716,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
73,0.819877751568573,0.212115738392026,284.772057220849,1.0319934899606,0.362392820430502,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
74,0.567451635962838,0.33802109005636,278.418181099783,0.905472726019197,0.325220401355428,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
75,0.617633355649717,0,282.918794657147,0.617633355649717,0.218307644212252,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
76,0.291119758405228,0.0113058629968467,287.343906256031,0.302425621402074,0.105248663645787,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
77,0.222840155240791,0,287.588024286345,0.222840155240791,0.0774858952467763,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
78,0.222584560122091,0,261.322058960848,0.222584560122091,0.0851763379667229,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
79,0.151646061922317,0.570291042354767,267.331911469071,0.721937104277084,0.270052722217044,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
80,0.157085657602267,0,274.635688235637,0.157085657602267,0.0571978312838526,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
81,0.135020543928717,0,276.170334064678,0.135020543928717,0.0488903141555732,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
82,0.0846689797867558,0,283.470707649384,0.0846689797867558,0.0298686874876258,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
83,0.116157669746843,0,288.966296230717,0.116157669746843,0.0401976532426122,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
84,0.0707992736930853,0,294.373921660981,0.0707992736930853,0.0240507967871631,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
85,0.0506121396555808,0,294.717953150763,0.0506121396555808,0.01717307653453,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
86,0.0470442434821188,0,303.062736048574,0.0470442434821188,0.0155229389450832,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
87,0.0487271875850818,0,311.317524986917,0.0487271875850818,0.0156519256624341,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
88,0.0846938555855905,0,315.214123559939,0.0846938555855905,0.0268686741028867,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
89,0.147230373057724,0.0458150595439957,322.32338269637,0.193045432601719,0.0598918486728494,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
90,0.14882760255128,12.5796482115146,316.789537468466,12.7284758140659,4.01795965731125,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
91,0.557336184789631,0,303.821766958007,0.557336184789631,0.183441821950388,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
92,0.916561558494623,0,316.023962899218,0.916561558494623,0.290029132628439,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
93,2.4970691605872,0,321.13632327037,2.4970691605872,0.777572943215418,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
94,2.56875312448301,0,327.895280076269,2.56875312448301,0.783406557082955,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
95,0.720317488367257,0,317.080426678866,0.720317488367257,0.227171855390741,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
96,0.317251149695019,0,306.124472215517,0.317251149695019,0.103634690620771,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
97,0.252040747890979,0,283.701100307177,0.252040747890979,0.0888402433469881,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
98,0.217163719070767,0,284.405101030834,0.217163719070767,0.0763571814582968,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
99,0.238458729709491,0,285.148263559985,0.238458729709491,0.0836262254352908,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
100,0.212976319508051,12.8364794034401,283.38591939629,13.0494557229481,4.60483560748113,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
1,0.00906807014693925,0,310.278827503739,0.00906807014693925,0.00292255524487245,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
2,0.0291725970363451,0,304.905498371315,0.0291725970363451,0.00956775039878704,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
3,0.04611266633581,0,297.885200531088,0.04611266633581,0.015480012519453,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
